company_name,rating,bio,salary,job,founded_in,field,other
Synechron,3.5,IT Services & Consulting | Mumbai +32 other locations,27900.0,61.0,2001 (25 yrs old),IT Services & Consulting,Mumbai +32 other locations
Glenmark Pharmaceuticals,3.8,Pharma | Mumbai +184 other locations,12100.0,125.0,1977 (49 yrs old),Pharma,Mumbai +184 other locations
Birlasoft,3.5,IT Services & Consulting | Mumbai +50 other locations,29700.0,475.0,1995 (31 yrs old),IT Services & Consulting,Mumbai +50 other locations
Dabur,3.8,FMCG | Mumbai +320 other locations,8800.0,22.0,1884 (142 yrs old),FMCG,Mumbai +320 other locations
Godrej & Boyce Manufacturing,3.9,Consumer Electronics & Appliances | Mumbai +165 other locations,24000.0,78.0,,Consumer Electronics & Appliances,Mumbai +165 other locations
Samvardhana Motherson Group,3.7,Auto Components | Mumbai +93 other locations,12000.0,11.0,1986 (40 yrs old),Auto Components,Mumbai +93 other locations
Altruist Technologies,4.4,BPO | Mumbai +45 other locations,8200.0,8.0,2005 (21 yrs old),BPO,Mumbai +45 other locations
Cogent E Services,3.2,BPO | Mumbai +55 other locations,10300.0,1.0,2004 (22 yrs old),BPO,Mumbai +55 other locations
Sodexo,4.0,Facility Management Services | Mumbai +156 other locations,9700.0,1100.0,1966 (60 yrs old),Facility Management Services,Mumbai +156 other locations
JK Cement,4.0,Building Material | Mumbai +327 other locations,9800.0,1.0,1975 (51 yrs old),Building Material,Mumbai +327 other locations
